"70BCSV 	",
1555.7,-38.223
1555.72,-38.226
1555.74,-38.227
1555.76,-38.228
1555.78,-38.232
1555.8,-38.231
1555.82,-38.233
1555.84,-38.235
1555.86,-38.238
1555.88,-38.24
1555.9,-38.241
1555.92,-38.24
1555.94,-38.243
1555.96,-38.246
1555.98,-38.247
1556,-38.248
1556.02,-38.25
1556.04,-38.253
1556.06,-38.254
1556.08,-38.255
1556.1,-38.256
1556.12,-38.257
1556.14,-38.262
1556.16,-38.263
1556.18,-38.264
1556.2,-38.266
1556.22,-38.268
1556.24,-38.27
1556.26,-38.272
1556.28,-38.274
1556.3,-38.273
1556.32,-38.276
1556.34,-38.276
1556.36,-38.276
1556.38,-38.279
1556.4,-38.279
1556.42,-38.279
1556.44,-38.278
1556.46,-38.28
1556.48,-38.28
1556.5,-38.282
1556.52,-38.283
1556.54,-38.285
1556.56,-38.287
1556.58,-38.287
1556.6,-38.289
1556.62,-38.29
1556.64,-38.292
1556.66,-38.294
1556.68,-38.296
1556.7,-38.296
1556.72,-38.3
1556.74,-38.302
1556.76,-38.304
1556.78,-38.305
1556.8,-38.306
1556.82,-38.309
1556.84,-38.312
1556.86,-38.313
1556.88,-38.318
1556.9,-38.32
1556.92,-38.324
1556.94,-38.328
1556.96,-38.329
1556.98,-38.331
1557,-38.334
1557.02,-38.336
1557.04,-38.342
1557.06,-38.344
1557.08,-38.347
1557.1,-38.347
1557.12,-38.352
1557.14,-38.354
1557.16,-38.359
1557.18,-38.361
1557.2,-38.366
1557.22,-38.37
1557.24,-38.371
1557.26,-38.375
1557.28,-38.382
1557.3,-38.384
1557.32,-38.389
1557.34,-38.394
1557.36,-38.4
1557.38,-38.404
1557.4,-38.41
1557.42,-38.416
1557.44,-38.42
1557.46,-38.425
1557.48,-38.431
1557.5,-38.435
1557.52,-38.439
1557.54,-38.443
1557.56,-38.448
1557.58,-38.452
1557.6,-38.457
1557.62,-38.462
1557.64,-38.467
1557.66,-38.471
1557.68,-38.474
1557.7,-38.48
1557.72,-38.487
1557.74,-38.49
1557.76,-38.497
1557.78,-38.502
1557.8,-38.507
1557.82,-38.51
1557.84,-38.513
1557.86,-38.515
1557.88,-38.52
1557.9,-38.525
1557.92,-38.531
1557.94,-38.533
1557.96,-38.537
1557.98,-38.541
1558,-38.545
1558.02,-38.552
1558.04,-38.556
1558.06,-38.56
1558.08,-38.566
1558.1,-38.572
1558.12,-38.576
1558.14,-38.579
1558.16,-38.588
1558.18,-38.592
1558.2,-38.599
1558.22,-38.603
1558.24,-38.61
1558.26,-38.617
1558.28,-38.622
1558.3,-38.629
1558.32,-38.633
1558.34,-38.64
1558.36,-38.646
1558.38,-38.654
1558.4,-38.661
1558.42,-38.665
1558.44,-38.672
1558.46,-38.678
1558.48,-38.687
1558.5,-38.693
1558.52,-38.702
1558.54,-38.709
1558.56,-38.715
1558.58,-38.722
1558.6,-38.729
1558.62,-38.737
1558.64,-38.746
1558.66,-38.752
1558.68,-38.758
1558.7,-38.766
1558.72,-38.776
1558.74,-38.782
1558.76,-38.788
1558.78,-38.797
1558.8,-38.807
1558.82,-38.813
1558.84,-38.818
1558.86,-38.827
1558.88,-38.832
1558.9,-38.84
1558.92,-38.848
1558.94,-38.854
1558.96,-38.862
1558.98,-38.87
1559,-38.877
1559.02,-38.885
1559.04,-38.893
1559.06,-38.899
1559.08,-38.908
1559.1,-38.914
1559.12,-38.923
1559.14,-38.932
1559.16,-38.941
1559.18,-38.948
1559.2,-38.957
1559.22,-38.967
1559.24,-38.975
1559.26,-38.985
1559.28,-38.994
1559.3,-39.005
1559.32,-39.013
1559.34,-39.023
1559.36,-39.03
1559.38,-39.039
1559.4,-39.048
1559.42,-39.056
1559.44,-39.065
1559.46,-39.073
1559.48,-39.08
1559.5,-39.089
1559.52,-39.099
1559.54,-39.11
1559.56,-39.118
1559.58,-39.127
1559.6,-39.136
1559.62,-39.147
1559.64,-39.153
1559.66,-39.161
1559.68,-39.172
1559.7,-39.18
1559.72,-39.188
1559.74,-39.197
1559.76,-39.208
1559.78,-39.219
1559.8,-39.228
1559.82,-39.24
1559.84,-39.248
1559.86,-39.261
1559.88,-39.27
1559.9,-39.278
1559.92,-39.291
1559.94,-39.3
1559.96,-39.309
1559.98,-39.318
1560,-39.329
1560.02,-39.339
1560.04,-39.35
1560.06,-39.36
1560.08,-39.371
1560.1,-39.38
1560.12,-39.388
1560.14,-39.397
1560.16,-39.406
1560.18,-39.415
1560.2,-39.422
1560.22,-39.431
1560.24,-39.441
1560.26,-39.452
1560.28,-39.461
1560.3,-39.472
1560.32,-39.482
1560.34,-39.49
1560.36,-39.502
1560.38,-39.514
1560.4,-39.524
1560.42,-39.535
1560.44,-39.547
1560.46,-39.558
1560.48,-39.569
1560.5,-39.581
1560.52,-39.592
1560.54,-39.602
1560.56,-39.617
1560.58,-39.629
1560.6,-39.637
1560.62,-39.651
1560.64,-39.662
1560.66,-39.675
1560.68,-39.685
1560.7,-39.699
1560.72,-39.712
1560.74,-39.724
1560.76,-39.735
1560.78,-39.746
1560.8,-39.761
1560.82,-39.773
1560.84,-39.785
1560.86,-39.798
1560.88,-39.812
1560.9,-39.825
1560.92,-39.837
1560.94,-39.85
1560.96,-39.866
1560.98,-39.873
1561,-39.891
1561.02,-39.901
1561.04,-39.915
1561.06,-39.926
1561.08,-39.94
1561.1,-39.953
1561.12,-39.968
1561.14,-39.983
1561.16,-39.996
1561.18,-40.012
1561.2,-40.024
1561.22,-40.037
1561.24,-40.051
1561.26,-40.065
1561.28,-40.079
1561.3,-40.095
1561.32,-40.111
1561.34,-40.123
1561.36,-40.137
1561.38,-40.147
1561.4,-40.159
1561.42,-40.172
1561.44,-40.188
1561.46,-40.202
1561.48,-40.212
1561.5,-40.226
1561.52,-40.241
1561.54,-40.254
1561.56,-40.266
1561.58,-40.28
1561.6,-40.293
1561.62,-40.307
1561.64,-40.321
1561.66,-40.335
1561.68,-40.346
1561.7,-40.361
1561.72,-40.375
1561.74,-40.388
1561.76,-40.399
1561.78,-40.414
1561.8,-40.428
1561.82,-40.442
1561.84,-40.458
1561.86,-40.471
1561.88,-40.484
1561.9,-40.499
1561.92,-40.513
1561.94,-40.527
1561.96,-40.542
1561.98,-40.556
1562,-40.57
1562.02,-40.584
1562.04,-40.598
1562.06,-40.613
1562.08,-40.63
1562.1,-40.645
1562.12,-40.66
1562.14,-40.675
1562.16,-40.69
1562.18,-40.707
1562.2,-40.721
1562.22,-40.737
1562.24,-40.754
1562.26,-40.77
1562.28,-40.784
1562.3,-40.801
1562.32,-40.817
1562.34,-40.833
1562.36,-40.846
1562.38,-40.863
1562.4,-40.879
1562.42,-40.894
1562.44,-40.908
1562.46,-40.925
1562.48,-40.938
1562.5,-40.953
1562.52,-40.966
1562.54,-40.982
1562.56,-41
1562.58,-41.013
1562.6,-41.027
1562.62,-41.045
1562.64,-41.061
1562.66,-41.077
1562.68,-41.093
1562.7,-41.108
1562.72,-41.126
1562.74,-41.141
1562.76,-41.157
1562.78,-41.173
1562.8,-41.188
1562.82,-41.203
1562.84,-41.219
1562.86,-41.237
1562.88,-41.254
1562.9,-41.271
1562.92,-41.289
1562.94,-41.306
1562.96,-41.324
1562.98,-41.34
1563,-41.356
1563.02,-41.374
1563.04,-41.391
1563.06,-41.408
1563.08,-41.427
1563.1,-41.443
1563.12,-41.46
1563.14,-41.477
1563.16,-41.492
1563.18,-41.511
1563.2,-41.527
1563.22,-41.544
1563.24,-41.559
1563.26,-41.577
1563.28,-41.594
1563.3,-41.611
1563.32,-41.627
1563.34,-41.646
1563.36,-41.662
1563.38,-41.68
1563.4,-41.696
1563.42,-41.714
1563.44,-41.731
1563.46,-41.75
1563.48,-41.766
1563.5,-41.785
1563.52,-41.802
1563.54,-41.817
1563.56,-41.835
1563.58,-41.852
1563.6,-41.869
1563.62,-41.886
1563.64,-41.905
1563.66,-41.922
1563.68,-41.938
1563.7,-41.955
1563.72,-41.974
1563.74,-41.992
1563.76,-42.009
1563.78,-42.027
1563.8,-42.044
1563.82,-42.061
1563.84,-42.078
1563.86,-42.095
1563.88,-42.112
1563.9,-42.128
1563.92,-42.146
1563.94,-42.165
1563.96,-42.182
1563.98,-42.198
1564,-42.215
1564.02,-42.234
1564.04,-42.248
1564.06,-42.266
1564.08,-42.284
1564.1,-42.3
1564.12,-42.315
1564.14,-42.333
1564.16,-42.351
1564.18,-42.367
1564.2,-42.384
1564.22,-42.405
1564.24,-42.423
1564.26,-42.441
1564.28,-42.458
1564.3,-42.478
1564.32,-42.496
1564.34,-42.515
1564.36,-42.531
1564.38,-42.551
1564.4,-42.57
1564.42,-42.588
1564.44,-42.607
1564.46,-42.624
1564.48,-42.646
1564.5,-42.663
1564.52,-42.683
1564.54,-42.701
1564.56,-42.718
1564.58,-42.737
1564.6,-42.755
1564.62,-42.773
1564.64,-42.792
1564.66,-42.81
1564.68,-42.83
1564.7,-42.848
1564.72,-42.868
1564.74,-42.886
1564.76,-42.903
1564.78,-42.92
1564.8,-42.942
1564.82,-42.96
1564.84,-42.977
1564.86,-42.998
1564.88,-43.015
1564.9,-43.034
1564.92,-43.052
1564.94,-43.069
1564.96,-43.09
1564.98,-43.108
1565,-43.128
1565.02,-43.147
1565.04,-43.165
1565.06,-43.182
1565.08,-43.201
1565.1,-43.218
1565.12,-43.238
1565.14,-43.256
1565.16,-43.276
1565.18,-43.294
1565.2,-43.312
1565.22,-43.33
1565.24,-43.348
1565.26,-43.365
1565.28,-43.385
1565.3,-43.404
1565.32,-43.423
1565.34,-43.441
1565.36,-43.458
1565.38,-43.476
1565.4,-43.493
1565.42,-43.515
1565.44,-43.535
1565.46,-43.552
1565.48,-43.571
1565.5,-43.591
1565.52,-43.61
1565.54,-43.629
1565.56,-43.648
1565.58,-43.667
1565.6,-43.687
1565.62,-43.706
1565.64,-43.725
1565.66,-43.743
1565.68,-43.764
1565.7,-43.785
1565.72,-43.802
1565.74,-43.821
1565.76,-43.841
1565.78,-43.859
1565.8,-43.881
1565.82,-43.897
1565.84,-43.916
1565.86,-43.933
1565.88,-43.954
1565.9,-43.973
1565.92,-43.991
1565.94,-44.011
1565.96,-44.033
1565.98,-44.052
1566,-44.071
1566.02,-44.09
1566.04,-44.11
1566.06,-44.13
1566.08,-44.15
1566.1,-44.169
1566.12,-44.189
1566.14,-44.209
1566.16,-44.227
1566.18,-44.245
1566.2,-44.263
1566.22,-44.286
1566.24,-44.306
1566.26,-44.325
1566.28,-44.344
1566.3,-44.363
1566.32,-44.381
1566.34,-44.402
1566.36,-44.42
1566.38,-44.437
1566.4,-44.459
1566.42,-44.479
1566.44,-44.498
1566.46,-44.519
1566.48,-44.536
1566.5,-44.556
1566.52,-44.579
1566.54,-44.598
1566.56,-44.617
1566.58,-44.636
1566.6,-44.658
1566.62,-44.676
1566.64,-44.697
1566.66,-44.716
1566.68,-44.736
1566.7,-44.756
1566.72,-44.776
1566.74,-44.793
1566.76,-44.813
1566.78,-44.832
1566.8,-44.853
1566.82,-44.873
1566.84,-44.894
1566.86,-44.913
1566.88,-44.933
1566.9,-44.953
1566.92,-44.97
1566.94,-44.99
1566.96,-45.009
1566.98,-45.027
1567,-45.048
1567.02,-45.068
1567.04,-45.087
1567.06,-45.106
1567.08,-45.123
1567.1,-45.142
1567.12,-45.163
1567.14,-45.182
1567.16,-45.204
1567.18,-45.226
1567.2,-45.24
1567.22,-45.261
1567.24,-45.28
1567.26,-45.298
1567.28,-45.319
1567.3,-45.341
1567.32,-45.358
1567.34,-45.378
1567.36,-45.396
1567.38,-45.418
1567.4,-45.437
1567.42,-45.457
1567.44,-45.477
1567.46,-45.497
1567.48,-45.516
1567.5,-45.537
1567.52,-45.559
1567.54,-45.579
1567.56,-45.6
1567.58,-45.619
1567.6,-45.64
1567.62,-45.658
1567.64,-45.678
1567.66,-45.698
1567.68,-45.717
1567.7,-45.739
1567.72,-45.755
1567.74,-45.776
1567.76,-45.798
1567.78,-45.817
1567.8,-45.836
1567.82,-45.855
1567.84,-45.875
1567.86,-45.893
1567.88,-45.913
1567.9,-45.934
1567.92,-45.956
1567.94,-45.971
1567.96,-45.992
1567.98,-46.013
1568,-46.033
1568.02,-46.051
1568.04,-46.072
1568.06,-46.092
1568.08,-46.115
1568.1,-46.134
1568.12,-46.152
1568.14,-46.171
1568.16,-46.191
1568.18,-46.212
1568.2,-46.233
1568.22,-46.254
1568.24,-46.274
1568.26,-46.296
1568.28,-46.311
1568.3,-46.334
1568.32,-46.354
1568.34,-46.375
1568.36,-46.398
1568.38,-46.416
1568.4,-46.437
1568.42,-46.457
1568.44,-46.473
1568.46,-46.494
1568.48,-46.513
1568.5,-46.534
1568.52,-46.551
1568.54,-46.571
1568.56,-46.588
1568.58,-46.609
1568.6,-46.625
1568.62,-46.648
1568.64,-46.669
1568.66,-46.688
1568.68,-46.706
1568.7,-46.727
1568.72,-46.746
1568.74,-46.762
1568.76,-46.784
1568.78,-46.803
1568.8,-46.823
1568.82,-46.843
1568.84,-46.861
1568.86,-46.885
1568.88,-46.902
1568.9,-46.917
1568.92,-46.938
1568.94,-46.958
1568.96,-46.977
1568.98,-46.995
1569,-47.017
1569.02,-47.038
1569.04,-47.056
1569.06,-47.076
1569.08,-47.096
1569.1,-47.114
1569.12,-47.136
1569.14,-47.155
1569.16,-47.177
1569.18,-47.194
1569.2,-47.216
1569.22,-47.237
1569.24,-47.253
1569.26,-47.272
1569.28,-47.292
1569.3,-47.311
1569.32,-47.334
1569.34,-47.351
1569.36,-47.368
1569.38,-47.387
1569.4,-47.404
1569.42,-47.425
1569.44,-47.449
1569.46,-47.465
1569.48,-47.485
1569.5,-47.503
1569.52,-47.52
1569.54,-47.536
1569.56,-47.558
1569.58,-47.574
1569.6,-47.597
1569.62,-47.614
1569.64,-47.634
1569.66,-47.653
1569.68,-47.672
1569.7,-47.69
1569.72,-47.708
1569.74,-47.729
1569.76,-47.748
1569.78,-47.769
1569.8,-47.786
1569.82,-47.805
1569.84,-47.822
1569.86,-47.842
1569.88,-47.862
1569.9,-47.885
1569.92,-47.904
1569.94,-47.922
1569.96,-47.939
1569.98,-47.961
1570,-47.979
1570.02,-47.998
1570.04,-48.014
1570.06,-48.035
1570.08,-48.053
1570.1,-48.073
1570.12,-48.092
1570.14,-48.11
1570.16,-48.128
1570.18,-48.148
1570.2,-48.167
1570.22,-48.188
1570.24,-48.209
1570.26,-48.221
1570.28,-48.244
1570.3,-48.261
1570.32,-48.282
1570.34,-48.3
1570.36,-48.317
1570.38,-48.339
1570.4,-48.355
1570.42,-48.372
1570.44,-48.391
1570.46,-48.411
1570.48,-48.429
1570.5,-48.452
1570.52,-48.47
1570.54,-48.488
1570.56,-48.508
1570.58,-48.528
1570.6,-48.549
1570.62,-48.568
1570.64,-48.588
1570.66,-48.609
1570.68,-48.623
1570.7,-48.641
1570.72,-48.661
1570.74,-48.679
1570.76,-48.699
1570.78,-48.715
1570.8,-48.738
1570.82,-48.757
1570.84,-48.774
1570.86,-48.794
1570.88,-48.812
1570.9,-48.828
1570.92,-48.851
1570.94,-48.867
1570.96,-48.888
1570.98,-48.902
1571,-48.924
1571.02,-48.942
1571.04,-48.958
1571.06,-48.977
1571.08,-48.994
1571.1,-49.016
1571.12,-49.029
1571.14,-49.048
1571.16,-49.065
1571.18,-49.081
1571.2,-49.101
1571.22,-49.119
1571.24,-49.139
1571.26,-49.156
1571.28,-49.173
1571.3,-49.194
1571.32,-49.212
1571.34,-49.229
1571.36,-49.248
1571.38,-49.267
1571.4,-49.285
1571.42,-49.301
1571.44,-49.322
1571.46,-49.339
1571.48,-49.356
1571.5,-49.376
1571.52,-49.396
1571.54,-49.414
1571.56,-49.432
1571.58,-49.451
1571.6,-49.47
1571.62,-49.485
1571.64,-49.504
1571.66,-49.521
1571.68,-49.537
1571.7,-49.559
1571.72,-49.575
1571.74,-49.59
1571.76,-49.608
1571.78,-49.623
1571.8,-49.649
1571.82,-49.662
1571.84,-49.678
1571.86,-49.695
1571.88,-49.716
1571.9,-49.732
1571.92,-49.746
1571.94,-49.787
1571.96,-49.797
1571.98,-49.803
1572,-49.823
1572.02,-49.837
1572.04,-49.853
1572.06,-49.873
1572.08,-49.889
1572.1,-49.907
1572.12,-49.924
1572.14,-49.942
1572.16,-49.961
1572.18,-49.979
1572.2,-49.994
1572.22,-50.011
1572.24,-50.025
1572.26,-50.043
1572.28,-50.059
1572.3,-50.077
1572.32,-50.096
1572.34,-50.112
1572.36,-50.129
1572.38,-50.144
1572.4,-50.167
1572.42,-50.181
1572.44,-50.196
1572.46,-50.215
1572.48,-50.23
1572.5,-50.248
1572.52,-50.265
1572.54,-50.281
1572.56,-50.3
1572.58,-50.317
1572.6,-50.335
1572.62,-50.351
1572.64,-50.367
1572.66,-50.384
1572.68,-50.397
1572.7,-50.412
1572.72,-50.432
1572.74,-50.446
1572.76,-50.465
1572.78,-50.479
1572.8,-50.499
1572.82,-50.516
1572.84,-50.533
1572.86,-50.553
1572.88,-50.566
1572.9,-50.584
1572.92,-50.602
1572.94,-50.619
1572.96,-50.633
1572.98,-50.653
1573,-50.669
1573.02,-50.683
1573.04,-50.7
1573.06,-50.718
1573.08,-50.732
1573.1,-50.749
1573.12,-50.763
1573.14,-50.779
1573.16,-50.8
1573.18,-50.81
1573.2,-50.829
1573.22,-50.843
1573.24,-50.861
1573.26,-50.876
1573.28,-50.894
1573.3,-50.909
1573.32,-50.925
1573.34,-50.94
1573.36,-50.959
1573.38,-50.972
1573.4,-50.993
1573.42,-51.006
1573.44,-51.021
1573.46,-51.04
1573.48,-51.053
1573.5,-51.067
1573.52,-51.085
1573.54,-51.101
1573.56,-51.117
1573.58,-51.131
1573.6,-51.147
1573.62,-51.167
1573.64,-51.179
1573.66,-51.194
1573.68,-51.211
1573.7,-51.226
1573.72,-51.242
1573.74,-51.255
1573.76,-51.274
1573.78,-51.285
1573.8,-51.303
1573.82,-51.319
1573.84,-51.333
1573.86,-51.347
1573.88,-51.359
1573.9,-51.377
1573.92,-51.392
1573.94,-51.41
1573.96,-51.424
1573.98,-51.438
1574,-51.453
1574.02,-51.468
1574.04,-51.48
1574.06,-51.497
1574.08,-51.511
1574.1,-51.53
1574.12,-51.543
1574.14,-51.559
1574.16,-51.576
1574.18,-51.585
1574.2,-51.601
1574.22,-51.617
1574.24,-51.632
1574.26,-51.647
1574.28,-51.661
1574.3,-51.678
1574.32,-51.692
1574.34,-51.709
1574.36,-51.719
1574.38,-51.74
1574.4,-51.753
1574.42,-51.768
1574.44,-51.785
1574.46,-51.795
1574.48,-51.811
1574.5,-51.825
1574.52,-51.841
1574.54,-51.856
1574.56,-51.872
1574.58,-51.887
1574.6,-51.902
1574.62,-51.913
1574.64,-51.932
1574.66,-51.944
1574.68,-51.957
1574.7,-51.97
1574.72,-51.985
1574.74,-52.005
1574.76,-52.019
1574.78,-52.033
1574.8,-52.041
1574.82,-52.056
1574.84,-52.072
1574.86,-52.087
1574.88,-52.101
1574.9,-52.118
1574.92,-52.128
1574.94,-52.146
1574.96,-52.155
1574.98,-52.17
1575,-52.187
1575.02,-52.196
1575.04,-52.213
1575.06,-52.226
1575.08,-52.237
1575.1,-52.258
1575.12,-52.268
1575.14,-52.283
1575.16,-52.3
1575.18,-52.311
1575.2,-52.33
1575.22,-52.336
1575.24,-52.353
1575.26,-52.367
1575.28,-52.38
1575.3,-52.394
1575.32,-52.406
1575.34,-52.42
1575.36,-52.433
1575.38,-52.447
1575.4,-52.463
1575.42,-52.474
1575.44,-52.488
1575.46,-52.501
1575.48,-52.516
1575.5,-52.528
1575.52,-52.539
1575.54,-52.559
1575.56,-52.567
1575.58,-52.58
1575.6,-52.596
1575.62,-52.611
1575.64,-52.618
1575.66,-52.632
1575.68,-52.649
1575.7,-52.656
1575.72,-52.67
1575.74,-52.687
1575.76,-52.699
1575.78,-52.712
1575.8,-52.724
1575.82,-52.737
1575.84,-52.746
1575.86,-52.764
1575.88,-52.774
1575.9,-52.791
1575.92,-52.802
1575.94,-52.818
1575.96,-52.831
1575.98,-52.841
1576,-52.857
1576.02,-52.868
1576.04,-52.879
1576.06,-52.895
1576.08,-52.908
1576.1,-52.921
1576.12,-52.933
1576.14,-52.952
1576.16,-52.956
1576.18,-52.966
1576.2,-52.979
1576.22,-52.993
1576.24,-53.008
1576.26,-53.028
1576.28,-53.03
1576.3,-53.048
1576.32,-53.056
1576.34,-53.073
1576.36,-53.082
1576.38,-53.096
1576.4,-53.109
1576.42,-53.116
1576.44,-53.131
1576.46,-53.139
1576.48,-53.156
1576.5,-53.167
1576.52,-53.176
1576.54,-53.189
1576.56,-53.2
1576.58,-53.212
1576.6,-53.228
1576.62,-53.236
1576.64,-53.252
1576.66,-53.26
1576.68,-53.274
1576.7,-53.285
1576.72,-53.294
1576.74,-53.316
1576.76,-53.324
1576.78,-53.333
1576.8,-53.342
1576.82,-53.356
1576.84,-53.369
1576.86,-53.382
1576.88,-53.394
1576.9,-53.404
1576.92,-53.419
1576.94,-53.425
1576.96,-53.439
1576.98,-53.455
1577,-53.459
1577.02,-53.475
1577.04,-53.487
1577.06,-53.495
1577.08,-53.512
1577.1,-53.52
1577.12,-53.532
1577.14,-53.546
1577.16,-53.557
1577.18,-53.562
1577.2,-53.577
1577.22,-53.587
1577.24,-53.599
1577.26,-53.609
1577.28,-53.619
1577.3,-53.63
1577.32,-53.645
1577.34,-53.658
1577.36,-53.667
1577.38,-53.682
1577.4,-53.691
1577.42,-53.7
1577.44,-53.717
1577.46,-53.717
1577.48,-53.737
1577.5,-53.744
1577.52,-53.754
1577.54,-53.772
1577.56,-53.782
1577.58,-53.792
1577.6,-53.801
1577.62,-53.818
1577.64,-53.83
1577.66,-53.841
1577.68,-53.849
1577.7,-53.859
1577.72,-53.872
1577.74,-53.879
1577.76,-53.891
1577.78,-53.907
1577.8,-53.918
1577.82,-53.923
1577.84,-53.935
1577.86,-53.945
1577.88,-53.957
1577.9,-53.967
1577.92,-53.983
1577.94,-53.988
1577.96,-53.997
1577.98,-54.01
1578,-54.019
1578.02,-54.031
1578.04,-54.042
1578.06,-54.055
1578.08,-54.065
1578.1,-54.076
1578.12,-54.081
1578.14,-54.097
1578.16,-54.103
1578.18,-54.12
1578.2,-54.135
1578.22,-54.13
1578.24,-54.15
1578.26,-54.157
1578.28,-54.163
1578.3,-54.178
1578.32,-54.188
1578.34,-54.198
1578.36,-54.208
1578.38,-54.217
1578.4,-54.232
1578.42,-54.244
1578.44,-54.245
1578.46,-54.256
1578.48,-54.27
1578.5,-54.286
1578.52,-54.289
1578.54,-54.294
1578.56,-54.309
1578.58,-54.321
1578.6,-54.333
1578.62,-54.337
1578.64,-54.352
1578.66,-54.367
1578.68,-54.377
1578.7,-54.386
1578.72,-54.396
1578.74,-54.403
1578.76,-54.411
1578.78,-54.425
1578.8,-54.431
1578.82,-54.449
1578.84,-54.453
1578.86,-54.468
1578.88,-54.482
1578.9,-54.487
1578.92,-54.493
1578.94,-54.503
1578.96,-54.513
1578.98,-54.526
1579,-54.528
1579.02,-54.537
1579.04,-54.552
1579.06,-54.563
1579.08,-54.572
1579.1,-54.576
1579.12,-54.594
1579.14,-54.601
1579.16,-54.609
1579.18,-54.614
1579.2,-54.635
1579.22,-54.636
1579.24,-54.656
1579.26,-54.658
1579.28,-54.661
1579.3,-54.673
1579.32,-54.683
1579.34,-54.697
1579.36,-54.699
1579.38,-54.711
1579.4,-54.729
1579.42,-54.735
1579.44,-54.74
1579.46,-54.746
1579.48,-54.752
1579.5,-54.774
1579.52,-54.78
1579.54,-54.79
1579.56,-54.794
1579.58,-54.812
1579.6,-54.821
1579.62,-54.827
1579.64,-54.832
1579.66,-54.839
1579.68,-54.86
1579.7,-54.865
1579.72,-54.875
1579.74,-54.884
1579.76,-54.89
1579.78,-54.896
1579.8,-54.912
1579.82,-54.914
1579.84,-54.929
1579.86,-54.941
1579.88,-54.945
1579.9,-54.951
1579.92,-54.962
1579.94,-54.969
1579.96,-54.99
1579.98,-54.989
1580,-54.993
1580.02,-55.006
1580.04,-55.015
1580.06,-55.023
1580.08,-55.036
1580.1,-55.042
1580.12,-55.05
1580.14,-55.055
1580.16,-55.068
1580.18,-55.077
1580.2,-55.08
1580.22,-55.09
1580.24,-55.098
1580.26,-55.106
1580.28,-55.123
1580.3,-55.124
1580.32,-55.14
1580.34,-55.144
1580.36,-55.148
1580.38,-55.157
1580.4,-55.168
1580.42,-55.17
1580.44,-55.187
1580.46,-55.192
1580.48,-55.206
1580.5,-55.212
1580.52,-55.217
1580.54,-55.229
1580.56,-55.237
1580.58,-55.241
1580.6,-55.248
1580.62,-55.264
1580.64,-55.266
1580.66,-55.272
1580.68,-55.282
1580.7,-55.295
1580.72,-55.296
1580.74,-55.304
1580.76,-55.315
1580.78,-55.329
1580.8,-55.331
1580.82,-55.345
1580.84,-55.348
1580.86,-55.357
1580.88,-55.362
1580.9,-55.368
1580.92,-55.388
1580.94,-55.387
1580.96,-55.398
1580.98,-55.404
1581,-55.408
1581.02,-55.423
1581.04,-55.436
1581.06,-55.443
1581.08,-55.446
1581.1,-55.449
1581.12,-55.454
1581.14,-55.468
1581.16,-55.481
1581.18,-55.485
1581.2,-55.495
1581.22,-55.507
1581.24,-55.509
1581.26,-55.512
1581.28,-55.525
1581.3,-55.532
1581.32,-55.533
1581.34,-55.553
1581.36,-55.552
1581.38,-55.557
1581.4,-55.556
1581.42,-55.582
1581.44,-55.589
1581.46,-55.589
1581.48,-55.605
1581.5,-55.608
1581.52,-55.621
1581.54,-55.621
1581.56,-55.626
1581.58,-55.637
1581.6,-55.647
1581.62,-55.652
1581.64,-55.657
1581.66,-55.667
1581.68,-55.678
1581.7,-55.676
1581.72,-55.692
1581.74,-55.688
1581.76,-55.707
1581.78,-55.711
1581.8,-55.726
1581.82,-55.727
1581.84,-55.731
1581.86,-55.745
1581.88,-55.746
1581.9,-55.754
1581.92,-55.758
1581.94,-55.768
1581.96,-55.781
1581.98,-55.784
1582,-55.801
1582.02,-55.803
1582.04,-55.813
1582.06,-55.821
1582.08,-55.822
1582.1,-55.829
1582.12,-55.837
1582.14,-55.849
1582.16,-55.856
1582.18,-55.852
1582.2,-55.862
1582.22,-55.877
1582.24,-55.879
1582.26,-55.891
1582.28,-55.892
1582.3,-55.908
1582.32,-55.904
1582.34,-55.923
1582.36,-55.924
1582.38,-55.926
1582.4,-55.928
1582.42,-55.935
1582.44,-55.944
1582.46,-55.946
1582.48,-55.959
1582.5,-55.971
1582.52,-55.969
1582.54,-55.987
1582.56,-55.993
1582.58,-55.998
1582.6,-56.012
1582.62,-56.008
1582.64,-56.027
1582.66,-56.027
1582.68,-56.031
1582.7,-56.038
1582.72,-56.049
1582.74,-56.064
1582.76,-56.067
1582.78,-56.072
1582.8,-56.079
1582.82,-56.08
1582.84,-56.092
1582.86,-56.105
1582.88,-56.108
1582.9,-56.119
1582.92,-56.121
1582.94,-56.121
1582.96,-56.137
1582.98,-56.139
1583,-56.152
1583.02,-56.149
1583.04,-56.161
1583.06,-56.169
1583.08,-56.176
1583.1,-56.181
1583.12,-56.184
1583.14,-56.194
1583.16,-56.201
1583.18,-56.199
1583.2,-56.213
1583.22,-56.228
1583.24,-56.233
1583.26,-56.23
1583.28,-56.238
1583.3,-56.25
1583.32,-56.25
1583.34,-56.25
1583.36,-56.26
1583.38,-56.281
1583.4,-56.279
1583.42,-56.291
1583.44,-56.29
1583.46,-56.301
1583.48,-56.304
1583.5,-56.312
1583.52,-56.323
1583.54,-56.329
1583.56,-56.336
1583.58,-56.341
1583.6,-56.344
1583.62,-56.356
1583.64,-56.369
1583.66,-56.36
1583.68,-56.37
1583.7,-56.379
1583.72,-56.39
1583.74,-56.388
1583.76,-56.383
